x,y,z,t,curve,mode
-0.40615376830101013,-0.0691903680562973,1.1138050556182861,5.100764274597168,1,0.1
-0.4056093096733093,-0.06782067567110062,1.1277555227279663,5.475370645523071,1,0.1
-0.4057067930698395,-0.07093098759651184,1.1317087411880493,5.5756566524505615,1,0.1
-0.4031817317008972,-0.0732891708612442,1.1353631019592285,5.675999402999878,1,0.1
-0.39707690477371216,-0.07440672814846039,1.1388189792633057,5.776167154312134,1,0.1
-0.38807228207588196,-0.07462844997644424,1.142068862915039,5.876295328140259,1,0.1
-0.3764853775501251,-0.07441024482250214,1.1452248096466064,5.9765355587005615,1,0.1
-0.363471657037735,-0.07337774336338043,1.1480660438537598,6.076746225357056,1,0.1
-0.34956032037734985,-0.0712796002626419,1.1507374048233032,6.177084922790527,1,0.1
-0.3346751034259796,-0.06881815940141678,1.1536258459091187,6.277414083480835,1,0.1
-0.31835198402404785,-0.06621851027011871,1.1569600105285645,6.37769627571106,1,0.1
-0.3019478917121887,-0.0641283467411995,1.1602402925491333,6.477849721908569,1,0.1
-0.2847801148891449,-0.06251666694879532,1.1635596752166748,6.5780322551727295,1,0.1
-0.2675824761390686,-0.06075447425246239,1.1669825315475464,6.678300142288208,1,0.1
-0.25013890862464905,-0.0588565319776535,1.170815348625183,6.778604507446289,1,0.1
-0.23283164203166962,-0.056682221591472626,1.174282431602478,6.878866910934448,1,0.1
-0.215562641620636,-0.05401179939508438,1.1769853830337524,6.9791388511657715,1,0.1
-0.19806499779224396,-0.05132885277271271,1.1794004440307617,7.079398155212402,1,0.1
-0.1806771457195282,-0.04798859730362892,1.181256651878357,7.17966628074646,1,0.1
-0.16310541331768036,-0.04442601278424263,1.1828700304031372,7.279951810836792,1,0.1
-0.1453336477279663,-0.040769580751657486,1.184004783630371,7.380141973495483,1,0.1
-0.12765732407569885,-0.03688826039433479,1.1847959756851196,7.480362892150879,1,0.1
-0.11037827283143997,-0.032667018473148346,1.1853160858154297,7.580626964569092,1,0.1
-0.09288930147886276,-0.028250541538000107,1.1860275268554688,7.680909872055054,1,0.1
-0.07582113891839981,-0.023230157792568207,1.1864650249481201,7.7812299728393555,1,0.1
-0.0576312355697155,-0.017847254872322083,1.186257243156433,7.881317377090454,1,0.1
-0.03995928168296814,-0.012798730283975601,1.185082197189331,7.98193883895874,1,0.1
-0.022775281220674515,-0.00766013702377677,1.1831730604171753,8.082079410552979,1,0.1
-0.006003388669341803,-0.002538437955081463,1.1810860633850098,8.182368755340576,1,0.1
0.009743195958435535,0.0032200682908296585,1.1787745952606201,8.282698631286621,1,0.1
0.023812714964151382,0.009680897928774357,1.1767408847808838,8.38295292854309,1,0.1
0.035924769937992096,0.017015092074871063,1.1753184795379639,8.483261585235596,1,0.1
0.04568617045879364,0.024989955127239227,1.1742637157440186,8.583529233932495,1,0.1
0.053713615983724594,0.03275463357567787,1.173905611038208,8.683838367462158,1,0.1
0.06004077196121216,0.04022118076682091,1.1739990711212158,8.784152507781982,1,0.1
0.0651298314332962,0.047403983771800995,1.174574375152588,8.884453058242798,1,0.1
0.06929929554462433,0.05450807884335518,1.1756983995437622,8.984610795974731,1,0.1
0.07293523848056793,0.061904165893793106,1.1773719787597656,9.084975957870483,1,0.1
0.0763137936592102,0.06959997117519379,1.1784614324569702,9.185203552246094,1,0.1
0.07934069633483887,0.07770971208810806,1.1785483360290527,9.285404920578003,1,0.1
0.08177567273378372,0.08619572967290878,1.1783491373062134,9.385876417160034,1,0.1
0.08401069045066833,0.09466969966888428,1.1783175468444824,9.48595380783081,1,0.1
0.08543243259191513,0.10363417863845825,1.1778225898742676,9.58629584312439,1,0.1
0.08612659573554993,0.11344623565673828,1.1774177551269531,9.686529397964478,1,0.1
0.08629479259252548,0.12317866086959839,1.1776243448257446,9.786786079406738,1,0.1
0.08518052846193314,0.13350066542625427,1.1780102252960205,9.887099981307983,1,0.1
0.08352327346801758,0.14399683475494385,1.1786513328552246,9.98729944229126,1,0.1
0.08263208717107773,0.15456697344779968,1.1800428628921509,10.087588787078857,1,0.1
0.08289626985788345,0.16566674411296844,1.1816370487213135,10.187904357910156,1,0.1
0.08422740548849106,0.17765261232852936,1.1833347082138062,10.288102865219116,1,0.1
0.08627355843782425,0.19009511172771454,1.184946894645691,10.388365745544434,1,0.1
0.08760472387075424,0.20305898785591125,1.186622977256775,10.48854923248291,1,0.1
0.08817155659198761,0.21554267406463623,1.1894810199737549,10.58888578414917,1,0.1
0.08741459250450134,0.22821417450904846,1.1928192377090454,10.689205884933472,1,0.1
0.0860697403550148,0.24137325584888458,1.1965633630752563,10.789599657058716,1,0.1
0.08402517437934875,0.25389397144317627,1.1998183727264404,10.889849424362183,1,0.1
0.08193525671958923,0.2660461664199829,1.2032963037490845,10.990089416503906,1,0.1
0.07979051768779755,0.27773216366767883,1.2066882848739624,11.090339660644531,1,0.1
0.07732652872800827,0.288561075925827,1.2098649740219116,11.19067907333374,1,0.1
0.07404901087284088,0.29898178577423096,1.212581992149353,11.290939092636108,1,0.1
0.07022706419229507,0.30915534496307373,1.2158604860305786,11.391112565994263,1,0.1
0.06508225202560425,0.3194800615310669,1.2193139791488647,11.491418361663818,1,0.1
0.05927345156669617,0.32902956008911133,1.22307550907135,11.591689586639404,1,0.1
0.05256687104701996,0.33816826343536377,1.2265242338180542,11.691998720169067,1,0.1
0.04573502764105797,0.346568763256073,1.2307394742965698,11.792181730270386,1,0.1
0.03808358311653137,0.3549295961856842,1.2356523275375366,11.892446994781494,1,0.1
0.029354210942983627,0.3632451891899109,1.2411575317382812,11.992730140686035,1,0.1
0.01890287920832634,0.3715773820877075,1.2478996515274048,12.09293794631958,1,0.1
0.007535375654697418,0.3795838952064514,1.254302978515625,12.193198680877686,1,0.1
-0.006119664292782545,0.3886312246322632,1.2609680891036987,12.293347597122192,1,0.1
-0.020372599363327026,0.39765504002571106,1.266999363899231,12.39359426498413,1,0.1
-0.0349184013903141,0.40639951825141907,1.2723557949066162,12.493853092193604,1,0.1
-0.04874783381819725,0.4144524931907654,1.2771692276000977,12.594174146652222,1,0.1
-0.06166905164718628,0.4221697449684143,1.2816739082336426,12.694451808929443,1,0.1
-0.07357906550168991,0.4302520751953125,1.286210060119629,12.794780254364014,1,0.1
-0.08424321562051773,0.43877023458480835,1.2910748720169067,12.895020961761475,1,0.1
-0.09372586756944656,0.4478902816772461,1.2954365015029907,12.995191812515259,1,0.1
-0.10129325836896896,0.4579315781593323,1.2991329431533813,13.095519065856934,1,0.1
-0.10718128830194473,0.468228280544281,1.3021183013916016,13.195745944976807,1,0.1
-0.11182723939418793,0.4776746928691864,1.304170846939087,13.296001672744751,1,0.1
-0.11569918692111969,0.4865988790988922,1.3063597679138184,13.396260976791382,1,0.1
-0.11929009109735489,0.4952327311038971,1.3091816902160645,13.49650263786316,1,0.1
-0.1221560388803482,0.5025457143783569,1.3121674060821533,13.596697330474854,1,0.1
-0.1245897114276886,0.5093849301338196,1.315771460533142,13.696813583374023,1,0.1
-0.1260870397090912,0.5152546763420105,1.3198035955429077,13.797194004058838,1,0.1
-0.1274205446243286,0.5209516882896423,1.3251725435256958,13.897456645965576,1,0.1
-0.12835188210010529,0.5257015228271484,1.330675482749939,13.997571468353271,1,0.1
-0.1291029304265976,0.5300899147987366,1.3360382318496704,14.097819805145264,1,0.1
-0.1293497383594513,0.5332521796226501,1.3412420749664307,14.198103904724121,1,0.1
-0.1296163648366928,0.5355820655822754,1.346760869026184,14.298421144485474,1,0.1
-0.13035361468791962,0.5374690294265747,1.3520911931991577,14.398683071136475,1,0.1
-0.13103991746902466,0.539362370967865,1.3570245504379272,14.498963117599487,1,0.1
-0.13174477219581604,0.5405688881874084,1.3626255989074707,14.599207639694214,1,0.1
-0.13283847272396088,0.5422066450119019,1.3673962354660034,14.699440002441406,1,0.1
-0.13409976661205292,0.5443126559257507,1.371869683265686,14.79959511756897,1,0.1
-0.1359742134809494,0.5461925864219666,1.3761858940124512,14.899860858917236,1,0.1
-0.13817447423934937,0.5479119420051575,1.3801274299621582,15.000139236450195,1,0.1
-0.1406022608280182,0.5497030019760132,1.383229374885559,15.100400924682617,1,0.1
-0.14300303161144257,0.5516871809959412,1.38629150390625,15.200651168823242,1,0.1
-0.14558595418930054,0.5537924766540527,1.3893426656723022,15.300873041152954,1,0.1
-0.14820779860019684,0.555563747882843,1.3918511867523193,15.401182174682617,1,0.1
-0.15103338658809662,0.5570213198661804,1.3942371606826782,15.501383066177368,1,0.1
-0.15354377031326294,0.5581439733505249,1.396474003791809,15.601690769195557,1,0.1
-0.15678487718105316,0.5586531162261963,1.3992997407913208,15.701772928237915,1,0.1
-0.15994589030742645,0.5589832663536072,1.4018889665603638,15.802047491073608,1,0.1
-0.16327549517154694,0.5592486262321472,1.4040218591690063,15.902251243591309,1,0.1
-0.16648924350738525,0.5590866804122925,1.4059946537017822,16.00258469581604,1,0.1
-0.16957953572273254,0.5589685440063477,1.4079474210739136,16.10275387763977,1,0.1
-0.1730884313583374,0.5581411719322205,1.4099026918411255,16.20306706428528,1,0.1
-0.17694391310214996,0.5572003722190857,1.4112266302108765,16.30340337753296,1,0.1
-0.18098300695419312,0.5556894540786743,1.4121557474136353,16.403675317764282,1,0.1
-0.18553444743156433,0.5539260506629944,1.413103461265564,16.504018306732178,1,0.1
-0.19051049649715424,0.5519475340843201,1.4132992029190063,16.604175090789795,1,0.1
-0.19552449882030487,0.5497363805770874,1.4139140844345093,16.704463481903076,1,0.1
-0.20076829195022583,0.5476607084274292,1.4144291877746582,16.804641008377075,1,0.1
-0.20587773621082306,0.5456423759460449,1.4151535034179688,16.904956340789795,1,0.1
-0.21095514297485352,0.5439999103546143,1.4157438278198242,17.00517201423645,1,0.1
-0.21621347963809967,0.5427942276000977,1.415758728981018,17.105279207229614,1,0.1
