vx,vy,vz,t,id
-0.05325785844054803,0.04151545687500369,0.07371251658235799,9.5367431640625e-05,3
-0.05555208270967009,0.04242488551275915,0.07157290429020566,0.10039424896240234,3
-0.057106208659320354,0.042875797634010504,0.06991070992090725,0.20070362091064453,3
-0.05623459467123503,0.04389795339579595,0.07010820110822531,0.30106186866760254,3
-0.052870785409142106,0.04450560032250902,0.07207122376765823,0.4013369083404541,3
-0.04764429413422067,0.04529476243451944,0.07522577447753694,0.501612663269043,3
-0.041630791199105587,0.04538855291905571,0.07857431652982239,0.6018576622009277,3
-0.03572171819421309,0.04545591610100137,0.08164892833454039,0.7021269798278809,3
-0.03044145920538642,0.045036263828380226,0.08408340704046781,0.802443265914917,3
-0.02591269886032638,0.04409825177102644,0.0858610482103355,0.9027955532073975,3
-0.021586355255953368,0.04320066675890747,0.08742451411455752,1.0030922889709473,3
-0.017337095379169918,0.04223120673276553,0.08883750171779077,1.103433609008789,3
-0.012984766395493254,0.04132208011320198,0.09016991291721202,1.2037527561187744,3
-0.008343589856036279,0.04032663392482767,0.09143638710610265,1.3040661811828613,3
-0.003897120293604211,0.03858334807783124,0.09214575211083226,1.4043519496917725,3
0.0007448981359790886,0.03681341743651656,0.09271761763355243,1.5045645236968994,3
0.00544974764119632,0.03510444123093123,0.0931278372575158,1.6048614978790283,3
0.010377272195752305,0.033272365110704916,0.09332746456923705,1.705387830734253,3
0.015164707311766055,0.031719513595212676,0.0934329217322792,1.8057007789611816,3
0.02019893190257427,0.029835405087551232,0.09323016702416605,1.9060149192810059,3
0.025256920734665945,0.027970520976914628,0.0927862049725342,2.0063626766204834,3
0.030238777142937493,0.02612811584113849,0.09214840779625719,2.106717586517334,3
0.03428147062519571,0.02381649940754701,0.09084895963890505,2.2070717811584473,3
0.03807409410866586,0.021590340698757662,0.08938615077673419,2.3073501586914062,3
0.04210380313743554,0.020641950744893986,0.08868920965518629,2.407646417617798,3
0.04516947899186621,0.019052044547458877,0.08741120617096529,2.5079398155212402,3
0.047973200678145596,0.01759235475577294,0.08620044225202005,2.60817813873291,3
0.050720659555334856,0.016423029086874864,0.08504345806331125,2.708465099334717,3
0.053343166493499856,0.0150896943859671,0.08376174047430082,2.808748960494995,3
0.05612736427998361,0.013499585170627111,0.08216695583990244,2.908986806869507,3
0.059168685302410165,0.011364214536218971,0.07994976406905153,3.009284257888794,3
0.06226215361177793,0.00900863107877361,0.07735196582978883,3.1096131801605225,3
0.0660028783523521,0.007164486642240189,0.07504062034393372,3.2099180221557617,3
0.06869776379564986,0.004786478510834461,0.07216895553742389,3.310192108154297,3
0.07183555937708551,0.003243828114246174,0.07001055553241242,3.410490036010742,3
0.07403909931770619,0.0012129576704380607,0.06725188590048135,3.510782241821289,3
0.07602507475960549,-0.0006035419282984739,0.06463645287266043,3.6110715866088867,3
0.07781344231792715,-0.002176968361550316,0.062168905454522624,3.7113749980926514,3
0.07943564077975006,-0.0035653794494987148,0.05987239302706777,3.8116681575775146,3
0.08101132205225596,-0.004777749189056032,0.05762159250979656,3.9119913578033447,3
0.08251892630147357,-0.005907399638800591,0.05541646322709889,4.0123131275177,3
0.08394442408302474,-0.006989731489326207,0.053208208961878986,4.112603425979614,3
0.08534788043954439,-0.007832634369953389,0.05118436747568555,4.212854623794556,3
0.08646220279375547,-0.008905690212029981,0.04909208239575762,4.313141345977783,3
0.08755405817811009,-0.009575354585638463,0.047604185777949795,4.4134521484375,3
0.08849548764607595,-0.010358340126997365,0.04606295972185084,4.513822555541992,3
0.08926474606209604,-0.011204540807758614,0.04459117706008546,4.6141321659088135,3
0.08925626894486341,-0.012366773071839109,0.0427481013704736,4.7144715785980225,3
0.09000779511286815,-0.013021073403464681,0.0414734844221892,4.814759254455566,3
0.09079096135009437,-0.013572581674773048,0.040237657045125406,4.915110349655151,3
0.07581136423015278,-0.0639046789923999,-0.0010136623459818042,5.015405654907227,3
0.0912351291272944,-0.015214172906184625,0.03768353632968458,5.115641832351685,3
0.09202606963341434,-0.015416369782762198,0.03717285949730316,5.215958595275879,3
0.09191681292097101,-0.016009790455052107,0.036462118388599016,5.316210746765137,3
0.09174778857289427,-0.016587472808548772,0.03574179113340932,5.416545629501343,3
0.09240618965168286,-0.01672753930875127,0.035405548262591915,5.516891002655029,3
0.09195920235729824,-0.017577339752776835,0.034504450818594344,5.617174386978149,3
0.0923649249550038,-0.017995553091660954,0.03401271001920523,5.717528581619263,3
0.07011378257976271,-0.06932247957762108,-0.011634655655710834,5.817847013473511,3
0.09230652147720152,-0.01898030122030827,0.033499077870034345,5.9181740283966064,3
0.09169146173448438,-0.019671993767395216,0.033400997435158036,6.0186851024627686,3
0.09236510523634284,-0.019505897210980512,0.03407680168520869,6.118932723999023,3
0.09209404863361255,-0.019663633711280888,0.03445955295986216,6.21918249130249,3
0.09165624824011323,-0.019832177757538778,0.03502526416305683,6.3194825649261475,3
0.09106024902033807,-0.02005202297198622,0.035559982938605635,6.419801712036133,3
0.06806471974393269,-0.07169480056759783,-0.008798829626434287,6.520079612731934,3
0.09085211259658364,-0.019793027780069816,0.03751558120137324,6.620362758636475,3
0.09012005999927108,-0.020034505693802582,0.03841065036975799,6.720679998397827,3
0.0896650843299696,-0.020008851352702,0.03938150456741628,6.820929765701294,3
0.08910569655227886,-0.020169821918708575,0.04016465604099553,6.921199083328247,3
0.0884600706527068,-0.020222081017269463,0.041180477682210025,7.021550893783569,3
0.08868190038909857,-0.019659373625595868,0.04307361481166535,7.121855735778809,3
0.08765865592722279,-0.019561851203095372,0.04481897119828916,7.222140550613403,3
0.08666246072659672,-0.01927474870316716,0.04669596591459149,7.322444438934326,3
0.08555598280707649,-0.018917278854744903,0.04877835880702788,7.422748327255249,3
0.08450555531230777,-0.0183639861144814,0.0509954544318377,7.523105144500732,3
0.0664429859099481,-0.0716386839536199,0.016296727574666423,7.623408079147339,3
0.08083574709207277,-0.016929362894152648,0.056059889738390836,7.723690986633301,3
0.07997683337448455,-0.015882973769911633,0.05836362380046735,7.824018478393555,3
0.0788264998558134,-0.015931064163583107,0.05895646237196742,7.924263000488281,3
0.07961919517966655,-0.016285611875170178,0.05862372223324192,8.024475336074829,3
0.07940111675720492,-0.01713064582780688,0.05761716866719795,8.12472128868103,3
0.08009090321306224,-0.01762017200772219,0.05705809055840879,8.225009202957153,3
0.08059249504448415,-0.018108096168073576,0.05636114031702732,8.325323104858398,3
0.08109321703457967,-0.01875755559825581,0.05521843443753213,8.425843954086304,3
0.08177092593851698,-0.01962652339814352,0.053466237784472716,8.526125431060791,3
0.0839488630434764,-0.020272646252864655,0.05125877967188691,8.626419305801392,3
0.08506364071255883,-0.021471276544873682,0.04819271561231306,8.726723909378052,3
0.08614653225660955,-0.022495407599402606,0.045145281509309416,8.827007293701172,3
0.06475403590153518,-0.07514442139237415,-0.003202152559784885,8.927314281463623,3
0.08901675998493914,-0.023810972819671906,0.03939489302774685,9.02765440940857,3
0.08997658199363577,-0.024538253523379627,0.036026410100434315,9.127972602844238,3
0.0909493358823826,-0.025117100650962672,0.03270565129928774,9.22830867767334,3
0.09159623505076793,-0.025683578969070198,0.029380848588493793,9.328564643859863,3
0.09328730458542958,-0.025605787352816243,0.026669084888508554,9.42892837524414,3
0.09326513459227805,-0.025988846527142465,0.023652701211150328,9.529197454452515,3
0.09454348445780289,-0.025734517042485795,0.021159673412140353,9.629446506500244,3
0.09436977420647905,-0.025941376808023324,0.018528045504816494,9.729705810546875,3
0.09553404275226064,-0.025597382052041644,0.016315488565313934,9.830012559890747,3
0.09539461961287231,-0.02558951028585571,0.014026217085083522,9.930332899093628,3
0.09654983243204841,-0.02518661618658134,0.01219441091454368,10.030584335327148,3
