vx,vy,vz,ax,ay,az,t,id
0.1429516077041626,0.12213289737701416,0.1485443115234375,-1.8239314231495072,-1.6719724051572407,-1.478739016465299,5.105879068374634,1
-0.19410669803619385,0.11392474174499512,0.0946342945098877,1.2003090949917923,-0.3356013157918438,-1.2402016002332632,5.105879068374634,3
0.004880552956421992,0.0011332738903874688,0.027324832535323203,-0.6251711899856085,-0.6203043686947959,-0.41014869533543835,5.593082666397095,1
-0.008337142314633927,0.009406185524631303,0.031062935789873427,-0.36449524878226613,0.5301061857244653,-0.721396130354992,5.593082666397095,3
0.002602760900324602,-0.005164500671795299,0.0348239658513965,-0.608738417172947,-0.5665932459269448,-0.4990939615001633,5.693382978439331,1
-0.002729391341569266,0.0033090377275483635,0.027163121410651227,-0.41033866557485776,0.5823642086421705,-0.6986212343609914,5.693382978439331,3
-0.002534941732043568,-0.010618192550841649,0.019941541625409398,-0.5648500742613435,-0.5170485625535272,-0.3732542841808163,5.793631076812744,1
-0.017137039188056973,0.015244163683448853,0.01155243163988118,-0.29077596065367595,0.4830233802159086,-0.5712720447931513,5.793631076812744,3
-0.008644709580624419,-0.019725060131933033,-7.025314948441333e-05,-0.5094918162580743,-0.43157844507212606,-0.18974519218343586,5.893779277801514,1
-0.04132254530732776,0.04323009692553166,-0.014055392822271438,-0.07562258018307665,0.23653250397179915,-0.338222638056909,5.893779277801514,3
-0.013426705480559758,-0.026649471541235006,-0.010776087597629309,-0.4780755986613502,-0.37357762927735694,-0.09691890622140775,5.994063377380371,1
-0.06095053606933227,0.06834467783517414,-0.03362681583378521,0.09611358364901926,0.01533566321459988,-0.16338719982979502,5.994063377380371,3
-0.01707923499866824,-0.02993667002777672,-0.013899062060043377,-0.4033869258096106,-0.3310783823184191,-0.10941366632968122,6.094365119934082,1
-0.07415052699668963,0.08637478121076063,-0.0421597351698946,0.1591975066509402,-0.3542261467010496,-0.2693932644107144,6.094365119934082,3
-0.020039153615461512,-0.03220950159470653,-0.01475103536916266,-0.4206649743824716,-0.31244194689475707,-0.0590509589138716,6.194604396820068,1
-0.08276586375969915,0.09529085542914267,-0.04854572285428667,0.2920955586945665,-0.22904113598895445,-0.03691295311943642,6.194604396820068,3
-0.011924505536102963,-0.019497019021481973,-0.00942793602725466,-0.4874254803663468,-0.4160644205156217,-0.10941972094727971,6.295401334762573,1
-0.055015614649380144,0.06334106179615785,-0.028930869688653355,0.057512143088511276,0.040982942370252205,-0.2244713445449743,6.295401334762573,3
-0.0273265693722511,-0.04527772224443556,-0.02494478399116544,-0.3725361625075351,-0.19752982891280296,0.03023188123571368,6.395662069320679,1
-0.11777193884351021,0.1370618419298947,-0.07527465204394433,0.592788944654891,-0.5877328956441303,0.1893734376676864,6.395662069320679,3
-0.01429534032182427,-0.023601551804991735,-0.011553273427471117,-0.47804933524901266,-0.37397402398535745,-0.08973454297272744,6.496338367462158,1
-0.05760057600576006,0.06250917772335618,-0.03862459677228351,0.07868201448542339,0.05321292822855733,-0.15203425496053816,6.496338367462158,3
-0.0273224043715847,-0.04292261589987661,-0.015759810577367427,-0.3318059984143029,-0.20127692997605892,-0.10085764261664613,6.596511363983154,1
-0.1262446343752531,0.13412662397987624,-0.085365243614847,0.6835589754212873,-0.5693771574218567,0.28302743628657795,6.596511363983154,3
-0.013947659294159679,-0.02005202809070305,-0.004584277691560508,-0.4924628745286572,-0.4020102372107294,-0.16910702538589492,6.70328950881958,1
-0.058018020029698435,0.06275330199738743,-0.03887927473288153,0.09171937270769127,0.057445501474197955,-0.15753241403067572,6.70328950881958,3
-0.027985935389357126,-0.040376895416753864,-0.006593529422956184,-0.37441084854199064,-0.2221731258119991,-0.15952328282755465,6.803571939468384,1
-0.12376215254656495,0.13800512737581097,-0.08328299499629002,0.6728297055198327,-0.5967073635070431,0.2561155332465961,6.803571939468384,3
-0.019716110868959406,-0.02970903686342882,-0.005656822604424946,-0.303677312777644,-0.3067185130274803,-0.4295656408277115,6.90377950668335,1
-0.09113915307242877,0.10614878753450661,-0.06375179529685814,0.3925584560886736,-0.3122539788358196,0.0679594532023812,6.90377950668335,3
-0.020056781102182165,-0.029858904677295656,-0.005978211681092179,-0.4402971481763618,-0.2991619563284755,-0.17352244651953697,7.003943681716919,1
-0.09240981474689061,0.10475863268057295,-0.062238899818510066,0.41660140598504425,-0.3041177208077444,0.056736224323709915,7.003943681716919,3
-0.018914477601276524,-0.032563290385577176,-0.012717616518612017,-0.4572446177536811,-0.27401218416361606,-0.11621070035436518,7.104094505310059,1
-0.09564171568744195,0.11225023220367239,-0.06965276620067161,0.4497325999077318,-0.3596549548401599,0.12286149550570645,7.104094505310059,3
-0.015929731687211426,-0.03265103613240767,-0.019929288549414628,-0.490334326856731,-0.27116870876278926,-0.05269136204588587,7.204195499420166,1
-0.09097190125174515,0.11132109860054225,-0.06700791453634922,0.4138421244761584,-0.34091853487214313,0.09551360756933813,7.204195499420166,3
